referrer,views_total,views_unique
Google,142,100
github.com,68,19
chatgpt.com,48,33
screentranslate.filient.ai,36,12
Bing,11,8
news.hada.io,8,4
DuckDuckGo,3,3
youtube.com,3,3
facebook.com,1,1
search.brave.com,1,1
