referrer,views_total,views_unique
github.com,33,16
Google,18,13
Yahoo,14,1
screentranslate.filient.ai,9,7
chatgpt.com,6,2
Bing,3,3
alternativeto.net,3,1
doubao.com,2,2
news.hada.io,2,2
DuckDuckGo,1,1
