referrer,views_total,views_unique
Google,48,30
github.com,19,15
news.hada.io,10,9
screentranslate.filient.ai,8,8
chatgpt.com,8,6
DuckDuckGo,3,3
Bing,3,2
m.cafe.naver.com,2,2
cafe.naver.com,1,1
doubao.com,1,1
