referrer,views_total,views_unique
Google,111,79
chatgpt.com,45,23
screentranslate.filient.ai,34,9
github.com,33,16
Bing,20,9
DuckDuckGo,6,3
news.hada.io,5,2
search.brave.com,2,2
youtube.com,2,1
Yahoo,1,1
