referrer,views_total,views_unique
github.com,32,10
Google,18,15
news.hada.io,17,10
screentranslate.filient.ai,15,9
Bing,7,5
chatgpt.com,6,4
youtube.com,5,3
DuckDuckGo,3,3
news.ycombinator.com,3,1
cafe.naver.com,1,1
