referrer,views_total,views_unique
Google,48,23
news.hada.io,17,11
github.com,10,9
chatgpt.com,8,5
Bing,6,3
screentranslate.filient.ai,5,5
search.brave.com,2,2
DuckDuckGo,2,1
youtube.com,2,1
m.cafe.naver.com,1,1
