referrer,views_total,views_unique
Google,89,67
screentranslate.filient.ai,21,11
Bing,16,13
github.com,16,10
news.hada.io,7,5
yandex.ru,7,4
DuckDuckGo,3,2
doubao.com,3,1
news.ycombinator.com,3,1
claude.ai,2,1
