referrer,views_total,views_unique
Google,46,29
github.com,18,13
screentranslate.filient.ai,13,8
news.hada.io,6,6
chatgpt.com,6,5
Bing,4,3
DuckDuckGo,3,3
cafe.naver.com,2,2
doubao.com,1,1
m.cafe.naver.com,1,1
