referrer,views_total,views_unique
news.hada.io,50,29
github.com,50,12
screentranslate.filient.ai,19,8
cafe.naver.com,16,2
youtube.com,9,6
Bing,2,2
Google,1,1
chatgpt.com,1,1
hcmhcs.github.io,1,1
qwant.com,1,1
